,_id,iterationName,gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,content,timeElapsedInTurn,timeElapsedInTrial,eventType,practice
16,5efa31cece2f7f58fcd0b10d,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455054409.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,Pi,L,3.0,2,1,"now 2 spots to the right, another big L~~~ 2 horizontal pieces, then 2 vert pieces from left square",43126,101458,chatMessage,False
17,5efa3206ce2f7f58fcd0b11e,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455110601.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,C,L,4.0,0,1,"okay a long C, 2 spots from left, one horizontal, 2 vert from left square, then one horz on top",28934,28934,chatMessage,False
18,5efa3239ce2f7f58fcd0b129,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455161650.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,C,L,4.0,2,1,"okay now another big L, 3 spots to right",12666,79981,chatMessage,False
19,5efa3264ce2f7f58fcd0b135,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455204179.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,Pi,C,5.0,0,1,"upside down u, one spot from left",15077,15077,chatMessage,False
20,5efa328ece2f7f58fcd0b146,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455246576.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,Pi,C,5.0,2,1,"long C, 3 spots to right, just like this last one you made but on the left side",19714,57475,chatMessage,False
21,5efa32dcce2f7f58fcd0b15c,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455324772.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,L,C,6.0,0,2,"big L, one spot from left",10844,10844,chatMessage,False
22,5efa32f3ce2f7f58fcd0b164,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455347420.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,L,C,6.0,2,2,long C 3 spots to right,11901,33487,chatMessage,False
23,5efa3315ce2f7f58fcd0b170,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455381380.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,C,Pi,7.0,0,2,long C 2 spots from left,10071,10071,chatMessage,False
24,5efa3331ce2f7f58fcd0b17c,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455409821.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,C,Pi,7.0,2,2,upside down u 3 spots to right,15331,38513,chatMessage,False
25,5efa3351ce2f7f58fcd0b185,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455441729.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,L,Pi,8.0,0,2,big L one spot from left,8320,8320,chatMessage,False
26,5efa336cce2f7f58fcd0b18f,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455468377.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,L,Pi,8.0,2,2,upside down u 2 spots to right,13486,34967,chatMessage,False
27,5efa3390ce2f7f58fcd0b19f,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455504293.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,C,L,9.0,0,3,long C 2 spots from left,10129,10129,chatMessage,False
28,5efa33a4ce2f7f58fcd0b1a9,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455524740.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,C,L,9.0,2,3,long L 3 spots to right,10039,30575,chatMessage,False
29,5efa33c7ce2f7f58fcd0b1b7,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455559284.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,Pi,C,10.0,0,3,upside down u 1 spot from left,11223,11223,chatMessage,False
30,5efa33e3ce2f7f58fcd0b1bf,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455587510.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,Pi,C,10.0,2,3,long C 3 spots to right,16789,39450,chatMessage,False
31,5efa340bce2f7f58fcd0b1d1,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455627058.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,Pi,L,11.0,0,3,upside down u one spot from left,12198,12198,chatMessage,False
32,5efa3426ce2f7f58fcd0b1da,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455654114.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,Pi,L,11.0,2,3,big L 2 spots to right,7304,39253,chatMessage,False
0,5ef96840ce2f7f58fcd0acaf,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403456101.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,Place one block between the tick on the left,26976,26976,chatMessage,True
1,5ef96868ce2f7f58fcd0acb9,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403496888.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,2,practice,Place the other block vertical on the left of the right tick~~~,28127,67763,chatMessage,True
2,5ef9688cce2f7f58fcd0acc3,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403532376.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,4,practice,"Left block, let it fall and move one spot left",22712,103251,chatMessage,True
3,5ef968bbce2f7f58fcd0acd8,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403579546.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,One block between the tick on the left~~~,20847,20847,chatMessage,True
4,5ef968e1ce2f7f58fcd0ace0,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403617158.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,"Between the tick on the left~~~
",26244,26244,chatMessage,True
5,5ef96908ce2f7f58fcd0acf0,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403656420.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,Blue block between the tick on the left~~~,28726,28726,chatMessage,True
6,5ef96928ce2f7f58fcd0ad01,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403688307.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,Grab the red block and place it between the tick on the left~~~,17612,17612,chatMessage,True
7,5ef9694bce2f7f58fcd0ad15,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403723299.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,Same as last time but reverse the blocks~~~,17867,17867,chatMessage,True
8,5ef96970ce2f7f58fcd0ad2d,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403760984.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,"Red stands up, while blue is horizontal~~~",22362,22362,chatMessage,True
9,5ef9698dce2f7f58fcd0ad3a,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403789232.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,2,practice,"Move it 6 spot right~~~
",18881,50608,chatMessage,True
10,5ef969b5ce2f7f58fcd0ad52,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403829978.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,"Blue block placed it three spot form the LEFT side~~~
",24035,24035,chatMessage,True
11,5ef969d7ce2f7f58fcd0ad59,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403862997.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,2,practice,"That five spots, not three~~~",16792,57054,chatMessage,True
12,5ef969fbce2f7f58fcd0ad63,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403899536.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,Blue block two empty spaces from left side~~~,22664,22664,chatMessage,True
13,5ef96a60ce2f7f58fcd0ad6f,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404000773.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,2,practice,Place the red block on top of the blue one~~~,81252,123899,chatMessage,True
14,5ef96a88ce2f7f58fcd0ad74,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404040506.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,"Leave three empty spot from the RIGHT side, place red there~~~",26637,26637,chatMessage,True
15,5ef96a9ace2f7f58fcd0ad7a,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404058214.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,Try that again~~~,7092,7092,chatMessage,True
16,5ef96ab8ce2f7f58fcd0ad82,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404088951.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,"Leave 3 empty spots from the the RIGHT side, place RED there~~~",19603,19603,chatMessage,True
17,5ef96ad0ce2f7f58fcd0ad87,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404112505.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,"Correct, Leave 3 empty spots from the the RIGHT side, place RED there~~~",14186,14186,chatMessage,True
18,5ef96b01ce2f7f58fcd0ad93,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404161864.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,"Blue is right, BUT red = Leave 3 empty spots from the the RIGHT side, place RED there~~~",20309,20309,chatMessage,True
19,5ef96b23ce2f7f58fcd0ad99,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404195512.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,Again but switch them~~~,10287,10287,chatMessage,True
20,5ef96b3dce2f7f58fcd0ad9f,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404221014.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,Switch them~~~,10356,10356,chatMessage,True
21,5ef96b66ce2f7f58fcd0adaa,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404262223.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,"XXOOXXXXOXXX
                   O",21883,21883,chatMessage,True
22,5ef96ba5ce2f7f58fcd0adb3,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404325908.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,xxOOxxxx8xxx,31255,31255,chatMessage,True
23,5ef96bdbce2f7f58fcd0adbd,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404379626.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,L,C,0.0,0,0,xoooo,27513,27513,chatMessage,False
24,5ef96c4dce2f7f58fcd0adca,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404493901.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,L,C,0.0,2,0,  ,75954,141791,chatMessage,False
25,5ef96c79ce2f7f58fcd0add4,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404537317.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,L,C,0.0,4,0,Next one upright to the previous~~~,31538,185205,chatMessage,False
26,5ef96ca2ce2f7f58fcd0addc,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404578562.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,L,Pi,1.0,0,0,"Form a giant L 5 ontop, 4 onbottom",27924,27924,chatMessage,False
27,5ef96cd7ce2f7f58fcd0adee,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404631867.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,C,Pi,2.0,0,0,"Using four blocks, a giant C~~~",33583,33583,chatMessage,False
28,5ef96d17ce2f7f58fcd0ae02,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404695836.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,C,L,3.0,0,1,Make a C and a L~~~ 4 block a piece~~~,27423,27423,chatMessage,False
29,5ef96d59ce2f7f58fcd0ae16,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404761131.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,Pi,L,4.0,0,1,Make a table using four blocks~~~,24286,24286,chatMessage,False
30,5ef96d8ece2f7f58fcd0ae2d,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404814897.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,Pi,C,5.0,0,1,Make a table using FOUR blocks~~~,15502,15502,chatMessage,False
31,5ef96dbfce2f7f58fcd0ae44,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404863207.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,L,C,6.0,0,2,"Make an L using four blocks, two as a base~~~",23964,23964,chatMessage,False
32,5ef96dfdce2f7f58fcd0ae5c,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404925214.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,L,Pi,7.0,0,2,"Using only FOUR blocks, make an L using two as a base~~~",28610,28610,chatMessage,False
33,5ef96e35ce2f7f58fcd0ae77,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404981334.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,C,Pi,8.0,0,2,"Make a table using blocks blocks, enough to fit a square inside",30572,30572,chatMessage,False
34,5ef96e6ace2f7f58fcd0ae8d,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593405034108.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,Pi,L,9.0,0,3,"You know, I'm sending instruc~~~ for one object at a time~~~~~~~~~",31778,31778,chatMessage,False
35,5ef96ea1ce2f7f58fcd0aea1,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593405089470.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,C,L,10.0,0,3,"First object, lay a single block between the leftmost tick~~~",19067,19067,chatMessage,False
36,5ef96edcce2f7f58fcd0aeac,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593405148758.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,Pi,C,11.0,0,3,Make a table of 4 blocks leaving a 2x2 empty spot between the left tick~~~,38436,38436,chatMessage,False
0,5efa28f2ce2f7f58fcd0af8c,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593452786751.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,vertical,horizontal,,0,practice,Place one domino verticle on left space of red dash,27166,27166,chatMessage,True
1,5efa2939ce2f7f58fcd0af8e,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593452857177.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,vertical,horizontal,,2,practice,Correct~~~ Place blue horizontal in middle of red dash on bottom line,42630,97584,chatMessage,True
2,5efa2967ce2f7f58fcd0af91,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593452903523.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,C,0.0,0,0,Place horizontal in middle of red dash on first line~~~ (Same place as second one in practice),27047,27047,chatMessage,False
3,5efa2991ce2f7f58fcd0af93,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593452945707.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,C,0.0,2,0,Place vertical on top of the one just placed on the left side,25421,69231,chatMessage,False
4,5efa29abce2f7f58fcd0af95,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593452971361.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,C,0.0,4,0,Place vertical directly on top of block just placed,14876,94883,chatMessage,False
5,5efa29d0ce2f7f58fcd0af97,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453008596.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,C,0.0,6,0,Place horizontal on top of vertical just placed~~~ Left box on horizontal should be on top of vertical,28220,132118,chatMessage,False
6,5efa29f9ce2f7f58fcd0af99,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453049123.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,C,0.0,8,0,Move to other red dash~~~ Horizontal domino where left most box is the space to the right of the red ,28806,172645,chatMessage,False
7,5efa2a29ce2f7f58fcd0af9d,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453097209.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,C,0.0,10,0,Place another horizontal touching last one placed~~~ on bottom row to right of red dash,27254,220733,chatMessage,False
8,5efa2a5bce2f7f58fcd0afa0,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453147653.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,C,0.0,12,0,Place horizontal to left of left most domino (touching),18976,271177,chatMessage,False
9,5efa2a79ce2f7f58fcd0afa2,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453177588.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,C,0.0,14,0,Stack a vertical on top of left box of left most domino,19748,301108,chatMessage,False
10,5efa2aa5ce2f7f58fcd0afa6,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453221227.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,C,Pi,1.0,0,0,Place horizontal right in the middle of left most red dash on bottm,31303,31303,chatMessage,False
11,5efa2ac7ce2f7f58fcd0afaa,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453255448.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,C,Pi,1.0,2,0,Place vertical on top of left most block of domino just placed,17158,65526,chatMessage,False
12,5efa2addce2f7f58fcd0afac,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453277557.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,C,Pi,1.0,4,0,Stack one more vertical on top of that one,11112,87627,chatMessage,False
13,5efa2afdce2f7f58fcd0afaf,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453309935.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,C,Pi,1.0,6,0,Place horizontal where left box of horizontal is on top of vertical just stacked,20108,120012,chatMessage,False
14,5efa2b38ce2f7f58fcd0afb3,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453368056.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,C,Pi,1.0,8,0,Place a vertical block on the BOTTOM layer one space to the left of the right edge of gameboard,24059,178131,chatMessage,False
15,5efa2b65ce2f7f58fcd0afb8,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453413688.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,C,Pi,1.0,10,0,Place another vertical block three spaces to the left of that one on the bottom layer,18925,223765,chatMessage,False
16,5efa2b85ce2f7f58fcd0afbb,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453445173.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,C,Pi,1.0,12,0,Place two horizontal blocks on top of those just placed to make a roof~~~ ,22021,255249,chatMessage,False
17,5efa2baece2f7f58fcd0afc0,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453486699.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,Pi,2.0,0,0,Make same house-like structure as in the last round ,24722,24722,chatMessage,False
18,5efa2bd9ce2f7f58fcd0afc5,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453529556.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,Pi,2.0,2,0,Perfect~~~ place horizontal one space to the right of left edge of gameboard on bottom layer,26290,67580,chatMessage,False
19,5efa2bfece2f7f58fcd0afc8,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453566780.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,Pi,2.0,4,0,Place another horizontal to the right of the one just placed (touching),14446,104805,chatMessage,False
20,5efa2c32ce2f7f58fcd0afcd,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453618418.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,Pi,2.0,6,0,Place a vertical on top of the left box of the domino in the second layer,18715,156442,chatMessage,False
21,5efa2c5fce2f7f58fcd0afd3,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453663947.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,Pi,C,3.0,0,1,Make same house-like structure except on other side of board (one space from left),26601,26601,chatMessage,False
22,5efa2c87ce2f7f58fcd0afd8,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453703662.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,Pi,C,3.0,2,1,Perfect~~~ Place horizontal right in middle of right side red dash on bottom layer,22460,66317,chatMessage,False
23,5efa2c9cce2f7f58fcd0afdc,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453724015.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,Pi,C,3.0,4,1,Stack vertical on top of left box of domino just placed,12547,86669,chatMessage,False
24,5efa2cb1ce2f7f58fcd0afe0,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453745069.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,Pi,C,3.0,6,1,Stack one more vertical on top of that one,11577,107720,chatMessage,False
25,5efa2ccece2f7f58fcd0afe2,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453774216.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,Pi,C,3.0,8,1,Great job! Place a horizontal so the left box of horizontal rests on top of vertical just placed,22714,136871,chatMessage,False
